台北市大安區信義路三段168號|農業大樓|普通|true|false|2019-03-20|發布中|測試工程師|20|19|鄭先生|問卷調查|james7113@gmail.com|資訊|會寫字|2019-04-01|0987654321|1|170|1|1|2019-03-01 09:30:00|2019-03-01 09:35:00|25.031128|121.540621
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-25|發布中|測試工程師|40|21|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.135128|121.540624
台北市大安區信義路三段168號|農業大樓|極差|false|false|2019-03-28|發布中|專案助理|53|23|石先生|專案規劃|samshih0331@gmail.com|資訊|會思考|2019-03-31|0987654321|2|160|1|3|2019-03-04 13:00:00|2019-03-04 13:30:00|25.031128|121.540524
台北市大安區信義路三段168號|農業大樓|普通|true|false|2019-03-20|發布中|測試工程師|20|28|鄭先生|問卷調查|james7113@gmail.com|資訊|會寫字|2019-04-01|0987654321|1|170|1|1|2019-03-01 09:30:00|2019-03-01 09:35:00|25.035120|121.570628
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-25|發布中|測試工程師|40|3|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.064828|121.540629
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-25|發布中|測試工程師|40|7|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.015138|121.520623
台北市大安區信義路三段168號|農業大樓|極差|false|false|2019-03-25|發布中|專案助理|53|14|石先生|專案協助|samshih0331@gmail.com|資訊|會思考|2019-03-31|0987654321|2|160|1|3|2019-03-04 13:00:00|2019-03-04 13:30:00|25.039428|121.540620
台北市大安區信義路三段168號|農業大樓|極差|false|false|2019-03-28|發布中|專案助理|53|18|石先生|專案規劃|samshih0331@gmail.com|資訊|會思考|2019-03-31|0987654321|2|160|1|3|2019-03-04 13:00:00|2019-03-04 13:30:00|25.045428|121.510624
台北市大安區信義路三段168號|農業大樓|普通|true|false|2019-03-20|發布中|測試工程師|20|19|鄭先生|問卷調查|james7113@gmail.com|資訊|會寫字|2019-04-01|0987654321|1|170|1|1|2019-03-01 09:30:00|2019-03-01 09:35:00|25.031128|121.540621
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-25|發布中|測試工程師|40|36|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.035228|121.540626
台北市大安區信義路三段168號|農業大樓|極差|false|false|2019-03-28|發布中|專案助理|53|38|石先生|專案規劃|samshih0331@gmail.com|資訊|會思考|2019-03-31|0987654321|2|160|1|3|2019-03-04 13:00:00|2019-03-04 13:30:00|25.033128|121.541628
台北市大安區信義路三段168號|農業大樓|普通|true|false|2019-03-20|發布中|測試工程師|20|39|鄭先生|問卷調查|james7113@gmail.com|資訊|會寫字|2019-04-01|0987654321|1|170|1|1|2019-03-01 09:30:00|2019-03-01 09:35:00|25.035628|121.540627
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-25|發布中|測試工程師|40|41|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.031128|121.540724
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-14|已截止|測試工程師|40|41|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.031128|121.540724
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-15|已截止|測試工程師|40|41|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.031128|121.540724
台北市大安區信義路三段168號|農業大樓|很好|true|true|2019-03-10|已截止|測試工程師|40|41|陳先生|測試程式|james7113@hotmail.com|資訊|會寫程式|2019-03-31|0988602547|1|170|2|2|2019-03-02 10:00:00|2019-03-02 10:30:00|25.031128|121.540724
